key_id,player_id,family_name,given_name,birth_date,goal_keeper,defender,midfielder,forward,count_tournaments
132,P-01613,Akgün,Kaçmaz,1935-02-19,0,1,0,0,1
133,P-04144,Akid,Mohamed,1949-07-05,0,0,0,1,1
134,P-09250,Akinfeev,Igor,1986-04-08,1,0,0,0,2
135,P-03016,Akita,Yutaka,1970-08-06,0,1,0,0,2
136,P-00505,Akoto,Eric,1980-07-20,0,1,0,0,1
137,P-05826,Akpa Akpro,Jean-Daniel,1992-10-11,0,1,0,0,1
138,P-04202,Akpeyi,Daniel,1986-03-08,1,0,0,0,1
139,P-01221,Akwá,not applicable,1977-05-30,0,0,0,1,1
140,P-09578,Akwuegbu,Benedict,1974-11-03,0,0,0,1,1
141,P-04956,Akyel,Fatih,1977-12-26,0,1,0,0,1
142,P-05015,Al-Anazi,Awad,1968-09-24,0,1,0,0,1
143,P-00675,Al-Anberi,Abdulaziz,1954-01-03,0,0,0,1,1
144,P-03161,Al-Antaif,Tisir,1974-02-16,1,0,0,0,1
145,P-02263,Al-Bahri,Ahmed,1980-09-18,0,1,0,0,1
146,P-09175,Al-Bishi,Fahad,1965-09-10,0,0,1,0,1
147,P-09501,Al-Bishi,Mohamed,1987-05-03,0,1,0,0,1
148,P-08579,Al-Breik,Mohammed,1992-09-15,0,1,0,0,1
149,P-05231,Al-Bulaihi,Ali,1989-11-21,0,1,0,0,1
150,P-09837,Al-Buloushi,Abdulaziz,1962-12-04,0,0,0,1,1
151,P-01258,Al-Buloushi,Abdullah,1960-02-16,0,0,0,1,1
152,P-06167,Al-Dakhil,Faisal,1957-08-13,0,0,0,1,1
153,P-06282,Al-Dawod,Saleh,1968-09-24,0,1,0,0,1
154,P-03366,Al-Dawsari,Salem,1991-08-19,0,0,1,0,1
155,P-04050,Al-Deayea,Mohamed,1972-08-02,1,0,0,0,4
156,P-05688,Al-Dokhi,Ahmed,1976-10-25,0,1,0,0,3
157,P-09471,Al-Dosari,Abdullah,1969-11-01,0,1,0,0,1
158,P-03206,Al-Dosari,Khamis,1973-09-08,0,0,1,0,2
159,P-09549,Al-Dosari,Obeid,1975-10-02,0,0,0,1,2
160,P-09480,Al-Faraj,Salman,1989-08-01,0,0,1,0,1
161,P-08320,Al-Ghamdi,Omar,1979-04-11,0,0,1,0,2
162,P-07084,Al-Ghanim,Nassir,1961-04-04,0,0,1,0,1
163,P-03557,Al-Ghesheyan,Fahad,1973-08-01,0,0,0,1,1
164,P-02915,Al-Haddad,Abdulrahman,1966-03-23,0,1,0,0,1
165,P-07593,Al-Haddad,Muayad,1960-01-01,0,0,0,1,1
166,P-00025,Al-Harbi,Ibrahim,1975-07-10,0,0,1,0,1
167,P-04969,Al-Harbi,Mansoor,1987-10-19,0,1,0,0,1
168,P-09391,Al-Harthi,Mohsin,1976-07-17,0,1,0,0,1
169,P-09727,Al-Harthi,Saad,1984-02-03,0,0,0,1,1
170,P-02626,Al-Hashash,Sami,1959-09-15,0,1,0,0,1
171,P-05225,Al-Helwah,Ibrahim,1972-08-18,1,0,0,0,1
172,P-03274,Al-Houti,Saad,1954-05-24,0,0,1,0,1
173,P-06162,Al-Jaber,Sami,1972-12-11,0,0,0,1,4
174,P-04801,Al-Jahani,Mohammed,1974-09-28,0,1,0,0,2
175,P-07894,Al-Janoubi,Abdulaziz,1974-07-21,0,1,0,0,1
176,P-05558,Al-Jasem,Waleed,1959-11-18,0,1,0,0,1
177,P-00541,Al-Jassim,Taisir,1984-07-25,0,0,1,0,1
178,P-03607,Al-Jumaan,Abdullah,1977-11-10,0,0,0,1,1
179,P-04959,Al-Khaibari,Abdullah,1996-08-16,0,0,1,0,1
180,P-06268,Al-Khaibri,Abdulmalek,1986-03-13,0,0,1,0,1
181,P-00947,Al-Khathran,Abdulaziz,1973-07-31,0,1,1,0,2
182,P-04851,Al-Khilaiwi,Mohammed,1971-08-21,0,1,0,0,2
183,P-06195,Al-Khojali,Mohammed,1973-01-15,1,0,0,0,1
184,P-00154,Al-Mayouf,Abdullah,1987-01-23,1,0,0,0,1
185,P-00948,Al-Mehallel,Fahad,1970-11-11,0,0,0,1,2
186,P-03533,Al-Mogahwi,Housain,1988-03-24,0,0,1,0,1
187,P-00596,Al-Montashari,Hamad,1982-06-22,0,1,0,0,1
188,P-05438,Al-Mosailem,Yasser,1984-02-27,1,0,0,0,1
189,P-07552,Al-Muwallad,Fahad,1994-09-14,0,0,0,1,1
190,P-01912,Al-Muwallid,Khalid,1971-11-23,0,0,1,0,2
191,P-03228,Al-Owairan,Saeed,1967-08-19,0,0,1,1,2
192,P-07471,Al-Owais,Mohammed,1991-10-10,1,0,0,0,1
193,P-01126,Al-Qabendi,Jamal,1959-04-07,0,1,0,0,1
194,P-00776,Al-Qadi,Naif,1979-04-03,0,1,0,0,1
195,P-05687,Al-Qahtani,Yasser,1982-10-10,0,0,0,1,1
196,P-00001,Al-Sadiq,Hussein,1973-10-15,1,0,0,0,2
197,P-07744,Al-Sahlawi,Mohammad,1987-01-10,0,0,0,1,1
198,P-00320,Al-Shahrani,Ibrahim,1974-07-21,0,0,1,1,2
199,P-00932,Al-Shahrani,Yasser,1992-05-25,0,1,0,0,1
200,P-08380,Al-Shalhoub,Mohammad,1980-12-08,0,0,1,0,2
201,P-00883,Al-Shehri,Fouzi,1980-05-15,0,1,0,0,1
202,P-05463,Al-Shehri,Yahya,1990-06-26,0,0,1,0,1
203,P-03780,Al-Shemmari,Hamoud,1960-09-26,0,1,0,0,1
204,P-00586,Al-Suwayed,Yussef,1958-09-20,0,0,1,0,1
205,P-08801,Al-Taifi,Yassir,1971-05-10,0,1,0,0,1
206,P-08459,Al-Talyani,Adnan,1964-10-30,0,0,0,1,1
207,P-02666,Al-Tarabulsi,Ahmed,1947-03-22,1,0,0,0,1
208,P-06058,Al-Temyat,Nawaf,1976-06-28,0,0,1,0,3
209,P-03419,Al-Thagafi,Mansour,1979-01-14,0,1,0,0,1
210,P-04962,Al-Thunayan,Yousuf,1963-11-18,0,0,1,0,1
211,P-03511,Al-Waked,Abdullah,1975-09-29,0,0,1,0,1
212,P-03991,Al-Yami,Al Hasan,1972-08-21,0,0,0,1,1
213,P-07911,Aladzhov,Stefan,1947-10-18,0,1,0,0,2
214,P-08079,Alaoui,Ahmed,1949-01-01,0,0,0,1,1
215,P-09475,Alaoui,Zakaria,1966-06-17,1,0,0,0,1
216,P-09468,Alba,Jordi,1989-03-21,0,1,0,0,2
217,P-00209,Albarracín,Ernesto,1907-09-25,0,0,1,0,1
218,P-00196,Albelda,David,1977-09-01,0,0,1,0,2
219,P-05509,Albert,Flórián,1941-09-15,0,0,1,1,2
220,P-01953,Albert,Philippe,1967-08-10,0,1,0,0,2
221,P-05084,Albertini,Demetrio,1971-08-23,0,0,1,0,2
222,P-02917,Alberto,Carlos,1944-07-17,0,1,0,0,1
223,P-07794,Alberto,Julio,1958-10-07,0,1,0,0,1
224,P-01240,Albertosi,Enrico,1939-11-02,1,0,0,0,4
225,P-04315,Albiol,Raúl,1985-09-04,0,1,0,0,2
226,P-08926,Albiston,Arthur,1957-07-14,0,1,0,0,1
227,P-09121,Albornoz,Miiko,1990-11-30,0,1,0,0,1
228,P-05855,Alborta,Mario,1910-09-19,0,0,0,1,1
229,P-01132,Albrecht,Ernst,1907-11-12,0,0,1,0,1
230,P-00944,Albrecht,Milan,1950-07-16,0,0,0,1,1
231,P-01364,Albrecht,Rafael,1941-08-23,0,1,1,0,2
232,P-07922,Albright,Chris,1979-01-14,0,1,0,0,1
233,P-00959,Albu,Gheorghe,1909-09-12,0,1,0,0,1
234,P-01056,Alcaraz,Antolín,1982-07-30,0,1,0,0,1
235,P-01349,Alcaraz,Francisco,1960-10-04,0,0,0,1,1
236,P-05612,Alcazar,Joseph,1911-06-15,0,0,0,1,1
237,P-01678,Alcindo,not applicable,1945-12-16,0,0,0,1,1
238,P-01321,Aldair,not applicable,1965-11-30,0,1,0,0,3
239,P-04363,Alderweireld,Toby,1989-03-02,0,1,0,0,2
240,P-01301,Aldridge,John,1958-09-18,0,0,0,1,2
241,P-01983,Aleinikov,Sergei,1961-11-07,0,0,1,0,2
242,P-02429,Alejandrez,Juan Manuel,1944-05-17,0,1,0,0,1
243,P-07919,Aleksandrov,Petar,1962-12-07,0,0,0,1,1
244,P-00941,Alemão,not applicable,1961-11-22,0,0,1,0,2
245,P-08561,Alenemeh,Ahmad,1982-10-10,0,1,0,0,1
246,P-06382,Alenichev,Dmitri,1972-10-20,0,0,1,0,1
247,P-06236,Alexander-Arnold,Trent,1998-10-07,0,1,0,0,1
248,P-06807,Alexandersson,Niclas,1971-12-29,0,0,1,0,2
249,P-02484,Alexandris,Alexis,1968-10-21,0,0,0,1,1
250,P-02799,Alexanko,José Ramón,1956-05-19,0,1,0,0,1
251,P-01134,Alexiou,Alexis,1963-09-08,0,1,0,0,1
252,P-08058,Alexoudis,Alexis,1972-06-20,0,0,0,1,1
253,P-02274,Alfaro,Mauricio,1956-02-13,0,0,1,0,1
254,P-07159,Alfaro,Wardy,1977-12-31,1,0,0,0,1
255,P-04450,Alfonso,not applicable,1972-09-26,0,0,0,1,1
256,P-00257,Alfredo,not applicable,1920-01-01,0,0,0,1,1
257,P-05229,Alfredo,not applicable,1924-10-27,0,1,0,0,1
258,P-04621,Alfredo,not applicable,1946-10-18,0,1,0,0,1
259,P-05881,Algarañaz,Víctor Celestino,1926-04-06,0,0,0,1,1
260,P-00090,Ali,Jamal,1956-02-02,0,0,1,0,1
261,P-08466,Alisson,not applicable,1992-10-02,1,0,0,0,1
262,P-08532,Alkorta,Rafael,1968-09-16,0,1,0,0,3
263,P-04181,Allahverdi,Javad,1954-07-16,0,1,0,0,1
264,P-02965,Allan,Thomson,1946-10-05,1,0,0,0,1
265,P-05595,Allawi,Karim,1960-04-01,0,1,0,0,1
266,P-01903,Allawi,Khalil,1958-09-06,0,1,0,0,1
267,P-06184,Allbäck,Marcus,1973-07-05,0,0,0,1,2
268,P-06738,Allchurch,Ivor,1929-10-16,0,0,0,1,1
269,P-05114,Allchurch,Len,1933-09-12,0,0,1,0,1
270,P-05439,Allemandi,Luigi,1903-11-18,0,1,0,0,1
271,P-02852,Allemann,Anton,1936-01-06,0,0,1,0,1
272,P-08370,Allemann,Willy,1942-06-10,0,1,0,0,1
273,P-05297,Allgöwer,Karl,1957-01-05,0,0,1,0,1
274,P-02492,Alli,Dele,1996-04-11,0,0,1,0,1
275,P-03310,Allofs,Klaus,1956-12-05,0,0,0,1,1
276,P-07235,Allofs,Thomas,1959-11-17,0,0,0,1,1
277,P-00433,Almeida,André,1990-09-10,0,1,0,0,1
278,P-09658,Almeida,Hugo,1984-05-23,0,0,0,1,2
279,P-09134,Almeida,not applicable,1910-12-02,0,0,0,1,1
280,P-07930,Almeyda,Matías,1973-12-21,0,0,1,0,2
281,P-03388,Almgren,Erik,1908-01-28,0,0,1,0,1
282,P-08669,Almirón,Sergio,1958-11-18,0,0,0,1,1
283,P-05010,Almond,Bobby,1951-04-16,0,1,0,0,1
284,P-02913,Alnoudji,Nicolas,1979-12-09,0,0,1,0,1
285,P-04807,Aloisi,John,1976-02-05,0,0,0,1,1
286,P-02549,Alonso,Faustino,1961-02-15,0,0,0,1,1
287,P-05058,Alonso,Gabriel,1923-11-09,0,1,0,0,1
288,P-01175,Alonso,Norberto,1953-01-04,0,0,1,0,1
289,P-02567,Alonso,Periko,1953-02-01,0,0,1,0,1
290,P-03244,Alonso,Xabi,1981-11-25,0,0,1,0,3
291,P-00917,Alonzo,Juan,1911-06-24,0,0,0,1,1
292,P-09345,Alston,Adrian,1949-02-06,0,0,0,1,1
293,P-04236,Altafini,José,1938-07-24,0,0,0,1,2
294,P-09882,Altair,not applicable,1938-01-21,0,1,0,0,2
295,P-05559,Altidore,Jozy,1989-11-06,0,0,0,1,2
296,P-09627,Altobelli,Alessandro,1955-11-28,0,0,0,1,2
297,P-08653,Alvarenga,Guido,1970-08-24,0,0,1,0,1
298,P-01897,Álvarez,Édgar,1980-01-09,0,0,1,0,1
299,P-02421,Álvarez,Edson,1997-10-24,0,1,0,0,1
300,P-09305,Álvarez,Eliseo,1940-08-09,0,1,0,0,2
301,P-09170,Álvarez,Emilio,1939-02-10,0,1,0,0,2
302,P-00193,Álvarez,Leonel,1965-07-29,0,0,1,0,2
303,P-09380,Álvarez,Ricky,1988-04-12,0,0,1,0,1
304,P-01493,Álvarez Balanta,Éder,1993-02-28,0,1,0,0,1
305,P-04844,Álvarez Jiménez,Manuel,1928-05-23,0,1,0,0,1
306,P-00739,Álvaro,not applicable,1961-01-03,0,1,0,0,1
307,P-06420,Alvbåge,John,1982-08-10,1,0,0,0,1
308,P-03645,Alves,Bruno,1981-11-27,0,1,0,0,3
309,P-01485,Alves,Dani,1983-05-06,0,1,0,0,2
310,P-02498,Álvez,Fernando,1959-09-04,1,0,0,0,2
311,P-08656,Alzamendi,Antonio,1956-06-07,0,0,0,1,2
312,P-08772,Alzate,Aníbal,1933-01-31,0,1,0,0,1
313,P-08366,Amadei,Amedeo,1921-07-26,0,0,0,1,1
314,P-00911,Amadò,Lauro,1912-03-14,0,0,0,1,1
315,P-08951,Amador,Rafael,1959-02-16,0,1,0,0,1
316,P-05397,Amanallah,Azzedine,1956-04-07,0,0,1,0,1
317,P-07526,Amancio,not applicable,1939-10-16,0,0,0,1,1
318,P-09598,Amara,Mourad,1959-02-19,1,0,0,0,2
319,P-04351,Amaral,not applicable,1954-12-25,0,1,0,0,1
320,P-09951,Amarildo,not applicable,1939-06-29,0,0,0,1,1
321,P-07891,Amarilla,Florencio,1935-01-03,0,0,0,1,1
322,P-07825,Ambríz,Ignacio,1965-02-07,0,1,0,0,1
323,P-01170,Ambrois,Javier,1932-05-09,0,0,0,1,1
324,P-07583,Ambrose,Efe,1988-10-18,0,1,0,0,1
325,P-06476,Ambrosi,Paúl,1980-10-14,0,1,0,0,1
326,P-01360,Ameen,Mohammed,1980-04-29,0,0,1,0,1
327,P-01317,Amelia,Marco,1982-04-02,1,0,0,0,1
328,P-02877,Ameobi,Shola,1981-10-12,0,0,0,1,1
329,P-03524,Amerhauser,Martin,1974-07-23,0,0,1,0,1
330,P-01241,Américo,not applicable,1933-03-06,1,0,0,0,1
331,P-04448,Amézcua,Efraín,1907-08-03,0,0,1,0,1
332,P-06309,Amiri,Vahid,1988-04-02,0,0,1,0,1
333,P-02087,Amoah,Matthew,1980-10-24,0,0,0,1,2
334,P-09026,Amokachi,Daniel,1972-12-30,0,0,0,1,2
335,P-09312,Amor,Guillermo,1967-12-04,0,0,1,0,1
336,P-01772,Amorim,Rúben,1985-01-27,0,0,1,0,2
337,P-09137,Amoros,Manuel,1962-02-01,0,1,0,0,2
338,P-05620,Amrabat,Nordin,1987-03-31,0,0,1,0,1
339,P-00460,Amrabat,Sofyan,1996-08-21,0,0,1,0,1
340,P-06569,Amrhein,Tom,not available,0,0,1,0,1
341,P-01128,Amundsen,Roald,1913-09-18,0,1,0,0,1
342,P-06735,Amunike,Emmanuel,1970-12-25,0,0,1,0,1
343,P-02972,Amzine,Gharib,1973-05-03,0,0,1,0,1
344,P-07196,An,Chol-hyok,1987-06-27,0,0,0,1,1
345,P-04396,An,Ik-soo,1965-05-06,0,1,0,0,1
346,P-04100,An,Qi,1981-06-21,1,0,0,0,1
347,P-09301,An,Se-bok,1946-10-29,0,0,1,0,1
348,P-07604,An,Yong-hak,1978-10-25,0,0,1,0,1
349,P-03727,Anastasi,Pietro,1948-04-07,0,0,0,1,1
350,P-09972,Ancelotti,Carlo,1959-06-10,0,0,1,0,2
351,P-00471,Ancheta,Atilio,1948-07-19,0,1,0,0,1
352,P-00042,Andem,William,1968-06-14,1,0,0,0,1
353,P-05769,Anderiesen,Wim,1903-11-27,0,0,1,0,2
354,P-07817,Andersen,Henrik,1965-05-07,0,1,0,0,1
355,P-08849,Andersen,Oddmund,1915-12-21,0,1,0,0,1
356,P-02325,Andersen,Stephan,1981-11-26,1,0,0,0,1
357,P-07896,Anderson,John,1929-12-08,1,0,0,0,1
358,P-01264,Anderson,Stan,1933-02-27,0,0,1,0,1
359,P-06092,Anderson,Viv,1956-07-29,0,1,0,0,2
360,P-02720,Andersson,Åke,1917-04-22,0,0,0,1,1
361,P-07850,Andersson,Andreas,1974-04-10,0,0,0,1,1
362,P-04857,Andersson,Björn,1951-07-20,0,1,0,0,1
363,P-00789,Andersson,Daniel,1977-08-28,0,0,1,0,2
364,P-02904,Andersson,Ernst,1909-03-26,0,0,1,0,1
365,P-02236,Andersson,Harry,1913-03-07,0,0,0,1,1
366,P-08602,Andersson,Kennet,1967-10-06,0,0,0,1,1
367,P-09403,Andersson,Magnus,1958-04-23,0,1,0,0,1
368,P-02072,Andersson,Otto,1910-05-07,0,1,0,0,1
369,P-08108,Andersson,Patrik,1971-08-18,0,1,0,0,2
370,P-00066,Andersson,Roland,1950-03-28,0,1,0,0,1
371,P-09257,Andersson,Roy,1949-08-02,0,1,0,0,1
372,P-06904,Andersson,Sune,1921-02-22,0,0,1,0,1
373,P-03392,Andersson,Sven,1907-02-14,0,1,0,0,1
374,P-01306,Andersson,Sven,1963-10-06,1,0,0,0,1
375,P-05508,Anderton,Darren,1972-03-03,0,0,1,0,1
376,P-08276,Andoire,Numa,1908-03-19,0,1,0,0,1
377,P-08775,Andone,Ioan,1960-03-15,0,1,0,0,1
378,P-05101,Andonov,Ivaylo,1967-08-14,0,0,0,1,1
379,P-03817,Andrade,Jorge,1978-04-09,0,1,0,0,1
380,P-01536,Andrade,José Leandro,1901-11-22,0,0,1,0,1
381,P-04460,André,António,1957-12-24,0,0,1,0,1
382,P-01434,André,Fritz,1946-09-18,0,1,0,0,1
383,P-05963,Andreassen,Gunnar,1913-01-05,0,0,1,0,1
384,P-09615,Andreolo,Michele,1912-09-06,0,0,1,0,1
385,P-07737,Andresen,Hjalmar,1914-07-18,0,0,0,1,1
386,P-02858,Andrews,Marvin,1975-12-22,0,1,0,0,1
387,P-06617,Andreyev,Sergey,1956-05-16,0,0,0,1,1
388,P-04665,Andrinúa,Genar,1964-05-09,0,1,0,0,1
389,P-00540,Andrusch,József,1956-03-31,1,0,0,0,1
390,P-09090,Andújar,Mariano,1983-07-30,1,0,0,0,2
391,P-08486,Anelka,Nicolas,1979-03-14,0,0,0,1,1
392,P-03819,Ángel,Miguel,1947-12-24,1,0,0,0,2
393,P-05126,Angibeaud,Didier,1974-10-08,0,0,1,0,1
394,P-01884,Angoua,Benjamin,1986-11-28,0,1,0,0,1
395,P-06501,Anković,Andrija,1937-07-16,0,0,0,1,1
